SMP0000004,Glycine and Serine Metabolism,Metabolic,Q93088,Betaine--homocysteine S-methyltransferase 1,HMDBP00559,,AF118373,BHMT,5q14.1
SMP0000004,Glycine and Serine Metabolism,Metabolic,Q14749,Glycine N-methyltransferase,HMDBP00403,,BC032627,GNMT,6p12
SMP0000004,Glycine and Serine Metabolism,Metabolic,Q8IVS8,Glycerate kinase,HMDBP07384,,AY189286,GLYCTK,3p21.1
SMP0000004,Glycine and Serine Metabolism,Metabolic,O43175,D-3-phosphoglycerate dehydrogenase,HMDBP00922,,BC011262,PHGDH,1p12
SMP0000004,Glycine and Serine Metabolism,Metabolic,Q9Y617,Phosphoserine aminotransferase,HMDBP00851,,AY131232,PSAT1,9q21.2
SMP0000004,Glycine and Serine Metabolism,Metabolic,P78330,Phosphoserine phosphatase,HMDBP00887,,BX537439,PSPH,7p11.2
SMP0000004,Glycine and Serine Metabolism,Metabolic,P20132,L-serine dehydratase/L-threonine deaminase,HMDBP00671,,CH471054,SDS,12q24.13
SMP0000004,Glycine and Serine Metabolism,Metabolic,P34896,"Serine hydroxymethyltransferase, cytosolic",HMDBP00794,,L23928,SHMT1,17p11.2
SMP0000004,Glycine and Serine Metabolism,Metabolic,Q9GZT4,Serine racemase,HMDBP08975,,AY034081,SRR,17p13
SMP0000004,Glycine and Serine Metabolism,Metabolic,P35520,Cystathionine beta-synthase,HMDBP00779,,BC011381,CBS,21q22.3
SMP0000004,Glycine and Serine Metabolism,Metabolic,P32929,Cystathionine gamma-lyase,HMDBP00538,,BC015807,CTH,1p31.1
SMP0000004,Glycine and Serine Metabolism,Metabolic,P49591,"Serine--tRNA ligase, cytoplasmic",HMDBP00646,,BC009390,SARS,1p13.3
SMP0000004,Glycine and Serine Metabolism,Metabolic,P41250,Glycine--tRNA ligase,HMDBP00565,,AK295490,GARS,7p15
SMP0000005,Pterine Biosynthesis,Metabolic,P30793,GTP cyclohydrolase 1,HMDBP00938,,U66095,GCH1,14q22.1-q22.2
SMP0000005,Pterine Biosynthesis,Metabolic,P30047,GTP cyclohydrolase 1 feedback regulatory protein,HMDBP01961,,AK311872,GCHFR,15q15
SMP0000005,Pterine Biosynthesis,Metabolic,Q03393,6-pyruvoyl tetrahydrobiopterin synthase,HMDBP00435,,EF445018,PTS,11q22.3
SMP0000005,Pterine Biosynthesis,Metabolic,P35270,Sepiapterin reductase,HMDBP00436,,AK222942,SPR,2p14-p12
SMP0000005,Pterine Biosynthesis,Metabolic,P15121,Aldose reductase,HMDBP00088,,M34720,AKR1B1,7q35
SMP0000005,Pterine Biosynthesis,Metabolic,P16152,Carbonyl reductase [NADPH] 1,HMDBP00075,,BC015640,CBR1,21q22.13
SMP0000005,Pterine Biosynthesis,Metabolic,P00374,Dihydrofolate reductase,HMDBP00790,,X00855,DHFR,5q11.2-q13.2
SMP0000005,Pterine Biosynthesis,Metabolic,P09417,Dihydropteridine reductase,HMDBP00545,,M16447,QDPR,4p15.31
SMP0000006,Tyrosine Metabolism,Metabolic,P17735,Tyrosine aminotransferase,HMDBP00277,,X52518,TAT,16q22.1
SMP0000006,Tyrosine Metabolism,Metabolic,P17174,"Aspartate aminotransferase, cytoplasmic",HMDBP00283,,BC000498,GOT1,10q24.1-q25.1
SMP0000006,Tyrosine Metabolism,Metabolic,P32754,4-hydroxyphenylpyruvate dioxygenase,HMDBP00841,,CH471054,HPD,12q24-qter
SMP0000006,Tyrosine Metabolism,Metabolic,O43708,Maleylacetoacetate isomerase,HMDBP00817,,AF053543,GSTZ1,14q24.3
SMP0000006,Tyrosine Metabolism,Metabolic,P16930,Fumarylacetoacetase,HMDBP00713,,M55150,FAH,15q25.1
SMP0000006,Tyrosine Metabolism,Metabolic,P20711,Aromatic-L-amino-acid decarboxylase,HMDBP00278,,M84588,DDC,7p12.2
SMP0000006,Tyrosine Metabolism,Metabolic,P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring",HMDBP00292,,M77477,ALDH3A1,17p11.2
SMP0000006,Tyrosine Metabolism,Metabolic,P14679,Tyrosinase,HMDBP00087,,AF237809,TYR,11q14-q21
SMP0000006,Tyrosine Metabolism,Metabolic,P09172,Dopamine beta-hydroxylase,HMDBP00253,,X13255,DBH,9q34
SMP0000006,Tyrosine Metabolism,Metabolic,P40126,L-dopachrome tautomerase,HMDBP00209,,BC028311,DCT,13q32
SMP0000006,Tyrosine Metabolism,Metabolic,P11086,Phenylethanolamine N-methyltransferase,HMDBP00406,,BC037246,PNMT,17q
SMP0000006,Tyrosine Metabolism,Metabolic,P21397,Amine oxidase [flavin-containing] A,HMDBP00169,,X60809,MAOA,Xp11.3
SMP0000006,Tyrosine Metabolism,Metabolic,P07327,Alcohol dehydrogenase 1A,HMDBP00784,,BT019812,ADH1A,4q23
SMP0000006,Tyrosine Metabolism,Metabolic,P46952,"3-hydroxyanthranilate 3,4-dioxygenase",HMDBP01128,,BC029510,HAAO,2p21
SMP0000006,Tyrosine Metabolism,Metabolic,Q93099,"Homogentisate 1,2-dioxygenase",HMDBP00842,,AK313563,HGD,3q13.33
SMP0000006,Tyrosine Metabolism,Metabolic,P14174,Macrophage migration inhibitory factor,HMDBP00100,,CR456520,MIF,22q11.23
SMP0000006,Tyrosine Metabolism,Metabolic,P19801,Amiloride-sensitive amine oxidase [copper-containing],HMDBP00390,,BC014093,ABP1,7q36.1
SMP0000006,Tyrosine Metabolism,Metabolic,P21964,Catechol O-methyltransferase,HMDBP00272,,BC011935,COMT,22q11.21
SMP0000007,beta-Alanine Metabolism,Metabolic,Q96KN2,Beta-Ala-His dipeptidase,HMDBP00473,,BC110295,CNDP1,18q22.3
SMP0000007,beta-Alanine Metabolism,Metabolic,Q99259,Glutamate decarboxylase 1,HMDBP00703,,M70434,GAD1,2q31
SMP0000007,beta-Alanine Metabolism,Metabolic,Q9UBR1,Beta-ureidopropionase,HMDBP00544,,AF169555,UPB1,22q11.2
SMP0000007,beta-Alanine Metabolism,Metabolic,Q14117,Dihydropyrimidinase,HMDBP00543,,D78011,DPYS,8q22
SMP0000007,beta-Alanine Metabolism,Metabolic,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)],HMDBP00727,,BT006740,DPYD,1p22
SMP0000007,beta-Alanine Metabolism,Metabolic,P80404,"4-aminobutyrate aminotransferase, mitochondrial",HMDBP00248,,U80226,ABAT,16p13.2
SMP0000007,beta-Alanine Metabolism,Metabolic,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",HMDBP00051,,AJ249994,ALDH6A1,14q24.3
SMP0000007,beta-Alanine Metabolism,Metabolic,P05091,"Aldehyde dehydrogenase, mitochondrial",HMDBP00295,,K03001,ALDH2,12q24.2
SMP0000007,beta-Alanine Metabolism,Metabolic,Q16853,Membrane primary amine oxidase,HMDBP00393,,AK315129,AOC3,17q21
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,P17174,"Aspartate aminotransferase, cytoplasmic",HMDBP00283,,BC000498,GOT1,10q24.1-q25.1
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,Q96RQ9,L-amino-acid oxidase,HMDBP08281,,AF293463,IL4I1,19q13.3-q13.4
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,P17735,Tyrosine aminotransferase,HMDBP00277,,X52518,TAT,16q22.1
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,P00439,Phenylalanine-4-hydroxylase,HMDBP00280,,K03020,PAH,12q22-q24.2
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,P54577,"Tyrosine--tRNA ligase, cytoplasmic",HMDBP00606,,U40714,YARS,1p35.1
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,HMDBP00274,,BC006495,FARSA,19p13.2
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,HMDBP00522,,AF042346,FARSB,2q36.1
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,P32754,4-hydroxyphenylpyruvate dioxygenase,HMDBP00841,,CH471054,HPD,12q24-qter
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,Q93099,"Homogentisate 1,2-dioxygenase",HMDBP00842,,AK313563,HGD,3q13.33
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,O43708,Maleylacetoacetate isomerase,HMDBP00817,,AF053543,GSTZ1,14q24.3
SMP0000008,Phenylalanine and Tyrosine Metabolism,Metabolic,P16930,Fumarylacetoacetase,HMDBP00713,,M55150,FAH,15q25.1
SMP0000009,Ammonia Recycling,Metabolic,P20132,L-serine dehydratase/L-threonine deaminase,HMDBP00671,,CH471054,SDS,12q24.13
SMP0000009,Ammonia Recycling,Metabolic,Q7L266,Isoaspartyl peptidase/L-asparaginase,HMDBP03342,,AF411076,ASRGL1,11q12.3
SMP0000009,Ammonia Recycling,Metabolic,P08243,Asparagine synthetase [glutamine-hydrolyzing],HMDBP00583,,L35940,ASNS,7q21.3
SMP0000009,Ammonia Recycling,Metabolic,P42357,Histidine ammonia-lyase,HMDBP00683,,AK303544,HAL,12q22-q24.1
SMP0000009,Ammonia Recycling,Metabolic,P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",HMDBP00359,,CH471063,CPS1,2q35
SMP0000009,Ammonia Recycling,Metabolic,A8YXX4,Glutamine synthetase,HMDBP07381,,AY947343,PIG59,
SMP0000009,Ammonia Recycling,Metabolic,P00367,"Glutamate dehydrogenase 1, mitochondrial",HMDBP00694,,X66306,GLUD1,10q23.3
SMP0000009,Ammonia Recycling,Metabolic,Q9UI32,"Glutaminase liver isoform, mitochondrial",HMDBP00675,,CH471054,GLS2,12q13
SMP0000009,Ammonia Recycling,Metabolic,P48728,"Aminomethyltransferase, mitochondrial",HMDBP00688,,AK296177,AMT,3p21.2-p21.1
SMP0000009,Ammonia Recycling,Metabolic,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial",HMDBP00054,,L13757,DLD,7q31-q32
SMP0000009,Ammonia Recycling,Metabolic,P23378,"Glycine dehydrogenase [decarboxylating], mitochondrial",HMDBP00795,,M63635,GLDC,9p22
SMP0000009,Ammonia Recycling,Metabolic,P23434,"Glycine cleavage system H protein, mitochondrial",HMDBP03058,,BC000790,GCSH,""
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,P35557,Glucokinase,HMDBP00210,,AF041020,GCK,7p15.3-p15.1
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,P36871,Phosphoglucomutase-1,HMDBP01107,,BC090856,PGM1,1p31
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,Q16851,UTP--glucose-1-phosphate uridylyltransferase,HMDBP01074,,BC002954,UGP2,2p14-p13
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,O60701,UDP-glucose 6-dehydrogenase,HMDBP00907,,AJ272278,UGDH,4p15.1
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,Q8NBZ7,UDP-glucuronic acid decarboxylase 1,HMDBP03150,,AK075170,UXS1,2q12.2
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,P07902,Galactose-1-phosphate uridylyltransferase,HMDBP01092,,L46363,GALT,9p13
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,P51570,Galactokinase,HMDBP01379,,BC001166,GALK1,17q24
SMP0000010,Nucleotide Sugars Metabolism,Metabolic,Q14376,UDP-glucose 4-epimerase,HMDBP00904,,BC050685,GALE,1p36-p35
SMP0000011,Inositol Metabolism,Metabolic,Q9NPH2,Inositol-3-phosphate synthase 1,HMDBP05901,,AL137749,ISYNA1,19p13.11
SMP0000011,Inositol Metabolism,Metabolic,Q8NFU5,Inositol polyphosphate multikinase,HMDBP01286,,BC065709,IPMK,10q21.1
SMP0000011,Inositol Metabolism,Metabolic,Q13572,Inositol-tetrakisphosphate 1-kinase,HMDBP07396,,BC007428,ITPK1,14q31
SMP0000011,Inositol Metabolism,Metabolic,Q9H8X2,Inositol-pentakisphosphate 2-kinase,HMDBP09441,,AL137074,IPPK,9q22.31
SMP0000011,Inositol Metabolism,Metabolic,Q9UNW1,Multiple inositol polyphosphate phosphatase 1,HMDBP07395,,AL138767,MINPP1,10q23
SMP0000011,Inositol Metabolism,Metabolic,P23677,Inositol-trisphosphate 3-kinase A,HMDBP00984,,BC026331,ITPKA,15q15.1
SMP0000011,Inositol Metabolism,Metabolic,Q15735,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",HMDBP00363,,AK095944,INPP5J,22q12.2
SMP0000011,Inositol Metabolism,Metabolic,P49441,Inositol polyphosphate 1-phosphatase,HMDBP00362,,L08488,INPP1,2q32
SMP0000011,Inositol Metabolism,Metabolic,P29218,Inositol monophosphatase 1,HMDBP00863,,AC090255,IMPA1,8q21.13-q21.3
SMP0000011,Inositol Metabolism,Metabolic,Q9UGB7,Inositol oxygenase,HMDBP00840,,AF230095,MIOX,22q13.3
SMP0000011,Inositol Metabolism,Metabolic,Q96PE3,"Type I inositol 3,4-bisphosphate 4-phosphatase",HMDBP06156,,AC010134,INPP4A,2q11.2
SMP0000011,Inositol Metabolism,Metabolic,Q8N3E9,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",HMDBP04457,,AK074240,PLCD3,17q21.31
SMP0000011,Inositol Metabolism,Metabolic,Q9Y2I7,1-phosphatidylinositol-3-phosphate 5-kinase,HMDBP01276,,CH471063,PIKFYVE,2q34
SMP0000011,Inositol Metabolism,Metabolic,Q92562,Polyphosphoinositide phosphatase,,,AL133472,FIG4,
SMP0000011,Inositol Metabolism,Metabolic,Q08AM6,Protein VAC14 homolog,,,CR457343,VAC14,
SMP0000011,Inositol Metabolism,Metabolic,P42356,Phosphatidylinositol 4-kinase alpha,HMDBP01411,,AC007050,PI4KA,22q11.21
SMP0000011,Inositol Metabolism,Metabolic,Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3,HMDBP03992,,BC053651,PIK3C3,18q12.3
SMP0000011,Inositol Metabolism,Metabolic,Q99570,Phosphoinositide 3-kinase regulatory subunit 4,HMDBP08851,,Y08991,PIK3R4,3q22.1
SMP0000011,Inositol Metabolism,Metabolic,Q14457,Beclin-1,,,AF077301,,
SMP0000011,Inositol Metabolism,Metabolic,Q9C0C7,Activating molecule in BECN1-regulated autophagy protein 1,,,AC024293,AMBRA1,
SMP0000011,Inositol Metabolism,Metabolic,P42336,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",HMDBP01236,,BC113603,PIK3CA,3q26.3
SMP0000011,Inositol Metabolism,Metabolic,Q8WUK0,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,HMDBP07398,,AC104942,PTPMT1,11p11.2
SMP0000012,Catecholamine Biosynthesis,Metabolic,P07101,Tyrosine 3-monooxygenase,HMDBP00273,,M24787,TH,11p15.5
SMP0000012,Catecholamine Biosynthesis,Metabolic,P20711,Aromatic-L-amino-acid decarboxylase,HMDBP00278,,M84588,DDC,7p12.2
SMP0000012,Catecholamine Biosynthesis,Metabolic,P09172,Dopamine beta-hydroxylase,HMDBP00253,,X13255,DBH,9q34
SMP0000012,Catecholamine Biosynthesis,Metabolic,P11086,Phenylethanolamine N-methyltransferase,HMDBP00406,,BC037246,PNMT,17q
SMP0000013,Cysteine Metabolism,Metabolic,P48506,Glutamate--cysteine ligase catalytic subunit,HMDBP00512,,L39773,GCLC,6p12
SMP0000013,Cysteine Metabolism,Metabolic,P48507,Glutamate--cysteine ligase regulatory subunit,HMDBP00513,,CR541833,GCLM,1p22.1
SMP0000013,Cysteine Metabolism,Metabolic,Q16878,Cysteine dioxygenase type 1,HMDBP00948,,CH471086,CDO1,5q23.2
SMP0000013,Cysteine Metabolism,Metabolic,P17174,"Aspartate aminotransferase, cytoplasmic",HMDBP00283,,BC000498,GOT1,10q24.1-q25.1
SMP0000013,Cysteine Metabolism,Metabolic,P32929,Cystathionine gamma-lyase,HMDBP00538,,BC015807,CTH,1p31.1
SMP0000013,Cysteine Metabolism,Metabolic,P25325,3-mercaptopyruvate sulfurtransferase,HMDBP00781,,Z73420,MPST,22q13.1
SMP0000013,Cysteine Metabolism,Metabolic,Q6ZMR3,L-lactate dehydrogenase A-like 6A,HMDBP00893,,AY581313,LDHAL6A,11p15.1
SMP0000013,Cysteine Metabolism,Metabolic,O60931,Cystinosin,HMDBP10818,,CH471108,CTNS,17p13
SMP0000013,Cysteine Metabolism,Metabolic,P49589,"Cysteine--tRNA ligase, cytoplasmic",HMDBP09253,,BC002880,CARS,11p15.5
SMP0000015,Glutathione Metabolism,Metabolic,P48637,Glutathione synthetase,HMDBP00791,,L42531,GSS,20q11.2
SMP0000015,Glutathione Metabolism,Metabolic,P07203,Glutathione peroxidase 1,HMDBP00828,,Y00483,GPX1,3p21.3
SMP0000015,Glutathione Metabolism,Metabolic,P00390,"Glutathione reductase, mitochondrial",HMDBP00196,,CH471080,GSR,8p21.1
SMP0000015,Glutathione Metabolism,Metabolic,Q9H4Y5,Glutathione S-transferase omega-2,HMDBP00831,,AK296266,GSTO2,10q25.1
SMP0000015,Glutathione Metabolism,Metabolic,Q6P531,Gamma-glutamyltransferase 6,HMDBP07358,,AK074646,GGT6,17p13.2
SMP0000015,Glutathione Metabolism,Metabolic,P15144,Aminopeptidase N,HMDBP00448,,BC058928,ANPEP,""
SMP0000015,Glutathione Metabolism,Metabolic,P55210,Caspase-7,,,,CASP7,
SMP0000015,Glutathione Metabolism,Metabolic,P48506,Glutamate--cysteine ligase catalytic subunit,HMDBP00512,,L39773,GCLC,6p12
SMP0000015,Glutathione Metabolism,Metabolic,P48507,Glutamate--cysteine ligase regulatory subunit,HMDBP00513,,CR541833,GCLM,1p22.1
SMP0000015,Glutathione Metabolism,Metabolic,O14841,5-oxoprolinase,HMDBP00855,,AB122018,OPLAH,8q24.3
SMP0000015,Glutathione Metabolism,Metabolic,O75223,Gamma-glutamylcyclotransferase,HMDBP09388,,AC005154,GGCT,7p15-p14
SMP0000016,Propanoate Metabolism,Metabolic,Q96PE7,"Methylmalonyl-CoA epimerase, mitochondrial",HMDBP00256,,AF364547,MCEE,2p13.3
SMP0000016,Propanoate Metabolism,Metabolic,P22033,"Methylmalonyl-CoA mutase, mitochondrial",HMDBP00257,,M37500,MUT,6p12.3
SMP0000016,Propanoate Metabolism,Metabolic,O95822,"Malonyl-CoA decarboxylase, mitochondrial",HMDBP00016,,BC052592,MLYCD,16q24
SMP0000016,Propanoate Metabolism,Metabolic,Q13085,Acetyl-CoA carboxylase 1,HMDBP00047,,AY315620,ACACA,17q21
SMP0000016,Propanoate Metabolism,Metabolic,P24752,"Acetyl-CoA acetyltransferase, mitochondrial",HMDBP00038,,CH471065,ACAT1,11q22.3
SMP0000016,Propanoate Metabolism,Metabolic,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",HMDBP00051,,AJ249994,ALDH6A1,14q24.3
SMP0000016,Propanoate Metabolism,Metabolic,P80404,"4-aminobutyrate aminotransferase, mitochondrial",HMDBP00248,,U80226,ABAT,16p13.2
SMP0000016,Propanoate Metabolism,Metabolic,P30084,"Enoyl-CoA hydratase, mitochondrial",HMDBP00388,,BT007123,ECHS1,10q26.2-q26.3
SMP0000016,Propanoate Metabolism,Metabolic,Q6NVY1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HMDBP04709,,AK222979,HIBCH,2q32.2
SMP0000016,Propanoate Metabolism,Metabolic,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",HMDBP00104,,M91432,ACADM,1p31
SMP0000016,Propanoate Metabolism,Metabolic,Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",HMDBP00042,,BC044588,ACSS1,20p11.23-p11.21
SMP0000016,Propanoate Metabolism,Metabolic,Q9H6R3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",HMDBP11602,,CH471054,ACSS3,12q21.31
SMP0000016,Propanoate Metabolism,Metabolic,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",HMDBP00259,,AY035795,PCCA,13q32
SMP0000016,Propanoate Metabolism,Metabolic,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",HMDBP00258,,M31167,PCCB,3q21-q22
SMP0000016,Propanoate Metabolism,Metabolic,P11182,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",HMDBP03078,,J03208,DBT,1p31
SMP0000016,Propanoate Metabolism,Metabolic,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial",HMDBP00054,,L13757,DLD,7q31-q32
SMP0000016,Propanoate Metabolism,Metabolic,P21953,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",HMDBP00299,,X52446,BCKDHB,6q14.1
SMP0000016,Propanoate Metabolism,Metabolic,P12694,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",HMDBP00300,,Z14093,BCKDHA,19q13.1-q13.2
SMP0000016,Propanoate Metabolism,Metabolic,Q9BYZ2,L-lactate dehydrogenase A-like 6B,HMDBP03581,,AK058192,LDHAL6B,15q22.2
SMP0000017,Vitamin B6 Metabolism,Metabolic,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",HMDBP00096,,AL359815,ALPL,1p36.12
SMP0000017,Vitamin B6 Metabolism,Metabolic,Q9NVS9,Pyridoxine-5'-phosphate oxidase,HMDBP00674,,AF468030,PNPO,17q21.32
SMP0000017,Vitamin B6 Metabolism,Metabolic,Q06278,Aldehyde oxidase,HMDBP00126,,CH471063,AOX1,2q33
SMP0000017,Vitamin B6 Metabolism,Metabolic,O00764,Pyridoxal kinase,HMDBP01055,,U89606,PDXK,21q22.3
SMP0000017,Vitamin B6 Metabolism,Metabolic,Q96GD0,Pyridoxal phosphate phosphatase,HMDBP03838,,BC064922,PDXP,22q12.3
SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,Metabolic,O95864,Fatty acid desaturase 2,HMDBP03232,,AK290291,FADS2,11q12.2
SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,Metabolic,Q9NYP7,Elongation of very long chain fatty acids protein 5,HMDBP11728,,AL034374,ELOVL5,6p21.1-p12.1
SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,Metabolic,O60427,Fatty acid desaturase 1,HMDBP02649,,AK314199,FADS1,11q12.2-q13.1
SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,Metabolic,Q9GZR5,Elongation of very long chain fatty acids protein 4,HMDBP04479,,AF277094,ELOVL4,6q14
SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,Metabolic,P0C869,Cytosolic phospholipase A2 beta,HMDBP09120,,AC020659,PLA2G4B,15q11.2-q21.3
SMP0000020,Arginine and Proline Metabolism,Metabolic,P00966,Argininosuccinate synthase,HMDBP00656,,L00083,ASS1,9q34.1
SMP0000020,Arginine and Proline Metabolism,Metabolic,P04424,Argininosuccinate lyase,HMDBP00697,,BC033146,ASL,7q11.21
SMP0000020,Arginine and Proline Metabolism,Metabolic,P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",HMDBP00359,,CH471063,CPS1,2q35
SMP0000020,Arginine and Proline Metabolism,Metabolic,P00367,"Glutamate dehydrogenase 1, mitochondrial",HMDBP00694,,X66306,GLUD1,10q23.3
SMP0000020,Arginine and Proline Metabolism,Metabolic,P04181,"Ornithine aminotransferase, mitochondrial",HMDBP00400,,M29924,OAT,10q26
SMP0000020,Arginine and Proline Metabolism,Metabolic,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",HMDBP00156,,U24266,ALDH4A1,1p36
SMP0000020,Arginine and Proline Metabolism,Metabolic,O43272,"Proline dehydrogenase 1, mitochondrial",HMDBP02042,,U82381,PRODH,22q11.21
SMP0000020,Arginine and Proline Metabolism,Metabolic,Q96C36,Pyrroline-5-carboxylate reductase 2,HMDBP00305,,BC020553,PYCR2,1q42.12
SMP0000020,Arginine and Proline Metabolism,Metabolic,Q7Z4N8,Prolyl 4-hydroxylase subunit alpha-3,HMDBP09111,,BC117333,P4HA3,11q13.4
SMP0000020,Arginine and Proline Metabolism,Metabolic,Q5T160,"Probable arginine--tRNA ligase, mitochondrial",HMDBP07360,,AK023550,RARS2,6q16.1
SMP0000020,Arginine and Proline Metabolism,Metabolic,P50440,"Glycine amidinotransferase, mitochondrial",HMDBP00463,,AK294995,GATM,15q21.1
SMP0000020,Arginine and Proline Metabolism,Metabolic,Q14353,Guanidinoacetate N-methyltransferase,HMDBP00426,,BC016760,GAMT,19p13.3
SMP0000020,Arginine and Proline Metabolism,Metabolic,P12277,Creatine kinase B-type,HMDBP00720,,BC008323,CKB,14q32
SMP0000020,Arginine and Proline Metabolism,Metabolic,P05089,Arginase-1,HMDBP00298,,AY074488,ARG1,6q23
SMP0000020,Arginine and Proline Metabolism,Metabolic,P00480,"Ornithine carbamoyltransferase, mitochondrial",HMDBP00927,,AK292757,OTC,Xp21.1
SMP0000020,Arginine and Proline Metabolism,Metabolic,Q9Y619,Mitochondrial ornithine transporter 1,HMDBP02312,,AL161614,SLC25A15,13q14
SMP0000020,Arginine and Proline Metabolism,Metabolic,P14920,D-amino-acid oxidase,HMDBP00206,,CH471054,DAO,12q24
SMP0000020,Arginine and Proline Metabolism,Metabolic,P17174,"Aspartate aminotransferase, cytoplasmic",HMDBP00283,,BC000498,GOT1,10q24.1-q25.1
SMP0000020,Arginine and Proline Metabolism,Metabolic,P29475,"Nitric oxide synthase, brain",HMDBP00928,,U17308,NOS1,12q24.2-q24.31
